Douglas Linford Freeman,September 8  1914  Randwick  Sydney  New South Wales  Australia ,,New Zealand ,,Right-hand bat,Legbreak googly,May 31  1994  Sydney  New South Wales  Australia (aged 79 years 265 days) ,
Jeffrey Freeman,May 10  1950  Wellington ,67 years 333 days,Northern Districts,,Right-hand bat,Left-arm medium-fast,,
Thomas Alfred Freeman,April 16  1923  Balclutha  Otago ,,Otago,,Right-hand bat,Right-arm fast-medium,Son - ,
Robert Mathew Frew,December 28  1970  Darfield  Canterbury ,47 years 101 days,Canterbury,,Right-hand bat,,,
Michele Alexandra Frey,November 21  1981  Innsbruck  Austria ,36 years 138 days,Central Districts Women,,Right-hand bat,Right-arm offbreak,Cousin - ,
Sven Eru Tipene Friday,October 24  1990  Wellington ,27 years 166 days,Wellington ,,Right-hand bat,Right-arm fast-medium,,
Charles Frith,January 19  1854  Bodmin  Cornwall  England ,,Canterbury ,,Right-hand bat,Right-arm offbreak,Brother - ,
William Frith,June 26  1856  Edmonton  Middlesex  England ,,Canterbury ,,,Slow left-arm orthodox,Brother - ,
Barry George Frost,February 6  1958  Warkworth  Auckland ,60 years 61 days,,,,,Umpire,
Marcus Darryl Frost,July 24  1994  New Plymouth ,23 years 258 days,Otago A,,Left-hand bat,Left-arm fast-medium,,
Michelle Kay Fruin,December 31  1961  Pukekohe  Auckland ,56 years 98 days,Auckland Women ,,Right-hand bat,,,
Justine Anne Fryer,October 8  1972  Dunedin  Otago ,45 years 182 days,New Zealand Women ,,Right-hand bat,Slow left-arm orthodox,,
Emma Marie Fulbrook,November 25  1997  Wellington ,20 years 134 days,Wellington Under-21s Women,,Right-hand bat,Right-arm medium,,
Marjorie Joyce Fulford,August 21  1914 ,,New Zealand Women ,,,,Joyce Holmes,
Donald McCormick Fuller,1871 ,,Wellington,,,,May 10  1936  Picton  Marlborough (aged 65 years) ,
E Fuller,date unknown ,,Canterbury,,Right-hand bat,,Wicketkeeper,
Edwin Thomas Augustus Fuller,May 12  1850  Launceston  Tasmania  Australia ,,Canterbury,,,(unknown arm) fast,1917  St Leonards  Sydney  New South Wales  Australia (aged 66 years) ,
James Kerr Fuller,January 24  1990  Cape Town  Cape Province ,28 years 74 days,Gloucestershire ,,Right-hand bat,Right-arm fast,,
David Howard Fulton,May 8  1983  Christchurch ,34 years 335 days,Canterbury A ,,Right-hand bat,,Brother - ,
Frederick Fulton,June 1  1859  Aligarh  Uttar Pradesh  India ,,Hawke's Bay ,,,,Uncle - ,
Francis Crossley Fulton,1836  Fatehgarh  Bengal  India ,,,,,,Brother - ,
James Fulton,June 27  1830  Fatehgarh  Bengal  India ,,Otago,,,,Brother - ,
John Charles Fulton,March 31  1849  Aligarh  Uttar Pradesh  India ,,Otago ,,,,Uncle - ,
John David Fulton,December 7  1965  Lower Hutt  Wellington ,52 years 122 days,Central Districts,,Right-hand bat,,Wicketkeeper,
Peter Gordon Fulton,February 1  1979  Christchurch  Canterbury ,39 years 66 days,New Zealand ,,Right-hand bat,Right-arm medium,Uncle - ,
Peter Robertson Fulton,1881  Ahuriri  Napier  Hawke's Bay ,,Hawke's Bay,,,Legbreak,Father - ,
Roddy Woodhouse Fulton,August 5  1951  Christchurch  Canterbury ,66 years 246 days,Canterbury ,,Left-hand bat,Right-arm medium,Nephew - ,
Blair Donald Marie Furlong,March 10  1945  Dannevirke  Manawatu ,73 years 29 days,Central Districts,,Left-hand bat,Right-arm offbreak,Son - ,
Campbell James Marie Furlong,June 16  1974  Napier  Hawke's Bay ,43 years 296 days,Central Districts,,Right-hand bat,Right-arm offbreak,Father - ,
John Bernard Marie Furlong,June 28  1972  Napier  Hawke's Bay ,45 years 284 days,Central Districts,,Right-hand bat,Right-arm fast,Father - ,
Arthur John Furness,January 11  1873  Sydney  New South Wales ,,New South Wales,,,,Umpire,
Shane Robert Gadsdon,April 8  1991  Auckland ,27 years 0 days,Northern Districts ,,Right-hand bat,,Wicketkeeper,
Christopher Blair Gaffaney,November 30  1975  Dunedin  Otago ,42 years 129 days,Otago,,Right-hand bat,,Umpire,
Olivia Nicole Gain,January 2  2002  Dunedin  Otago ,16 years 96 days,Otago Women,,Right-hand bat,,,
Chamika Dilshan Nilendra Gajanayaka,August 29  1991  Colombo  Sri Lanka ,26 years 222 days,Wellington A,,Right-hand bat,,Wicketkeeper,
Alexander Duncan Shanks Gale,December 17  1892  Glasgow  Lanarkshire  Scotland ,,Otago,,,,March 31  1965  Dunedin  Otago (aged 72 years 104 days) ,
Aaron James Gale,April 8  1970  Balclutha  Otago ,48 years 0 days,New Zealand ,,Right-hand bat,Right-arm medium,,
Arthur Galland,May 20  1891  Dunedin  Otago ,,Otago,,Right-hand bat,,Wicketkeeper,
Robert George Gallaugher,January 8  1923  Epsom  Auckland ,95 years 90 days,New Zealand Services,,Left-hand bat,Slow left-arm orthodox,,
Iain Watson Gallaway,December 26  1922  Dunedin  Otago ,95 years 103 days,Otago,,Right-hand bat,,Wicketkeeper,
Norman Gallichan,June 3  1906  Palmerston North  Manawatu ,,New Zealand ,,Right-hand bat,Slow left-arm orthodox,March 25  1969  Taupo  Waikato (aged 62 years 295 days) ,
David Langton Gallop,September 10  1937  Christchurch  Canterbury ,80 years 210 days,Canterbury,,Right-hand bat,Legbreak,,
Thomas Henry Garbutt,May 18  1907  Scarborough  Yorkshire  England ,,,,,,Umpire,
JR Gardiner,date unknown ,,,,,,Umpire,
Mark Gardiner,date unknown ,,Central Districts A,,,,,
William Gardiner,date unknown ,,Auckland ,,,,,
William Ralph Cameron Gardiner,January 1  1941  Whangarei  Northland ,77 years 97 days,,,,,Umpire,
Catherine May Garland,November 13  1913  Dunedin  Otago ,,Otago Women,,,,Twin sister - ,
Peter Garland,September 12  1946  Christchurch  Canterbury ,71 years 208 days,,,,,Umpire,
Craig Douglas Garner,July 12  1971  Porirua  Wellington ,46 years 270 days,Central Districts,,Right-hand bat,Right-arm offbreak,,
Charles Wilson Garrard,October 9  1868  Nelson ,,Canterbury,,,,Son - ,
Derwent Raoul Garrard,October 6  1897  Christchurch  Canterbury ,,Auckland,,Right-hand bat,Legbreak,Father - ,
Wilson Roziere Garrard,June 14  1899  Papanui  Christchurch  Canterbury ,,Auckland,,Right-hand bat,,Father - ,
Trevor James Garrett,May 31  1993  Auckland ,24 years 312 days,Canterbury ,,Right-hand bat,Right-arm medium-fast,,
Winston C Garrick,date unknown ,,,,,,Umpire,
Charles William Garrod,April 6  1947  Blenheim  Marlborough ,71 years 2 days,Central Districts,,Right-hand bat,,,
C W Garrod,date unknown ,,Wellington,,,,,
Claire Frances Garrood,February 15  1988  Rotorua  Bay of Plenty ,30 years 52 days,Northern Districts Women,,Right-hand bat,Right-arm medium,,
John Garty,1864 ,,Canterbury,,,,January 28  1997  Sydney  New South Wales  Australia (aged 133 years) ,
Walter John Garwood,April 30  1849  Tortington  England ,,Otago ,,,,details unknown ,
Ernest Arthur Gasson,August 14  1887  Christchurch  Canterbury ,,Canterbury,,Right-hand bat,,Son - ,
