Iain Parry Campbell,February 5  1928  Purley  Surrey ,,Kent ,,Right-hand bat,,Wicketkeeper,
Ion Percy FitzGerald Campbell,November 25  1890  Nassau  Palampur  Kangra Valley  Punjab  India ,,Europeans (India) ,,Right-hand bat,,Repton School,
Jack Campbell,date unknown ,,Hampshire 2nd XI,,,,,
J Campbell,date unknown ,,Somerset 2nd XI,,,,,
John Maxwell Campbell,October 3  1870  Kensington  London ,,London County ,,Right-hand bat,Right-arm medium,Father - ,
James Robert Alexander Campbell,November 25  1988  Dorchester  Dorset ,29 years 134 days,Gloucestershire 2nd XI ,,Right-hand bat,Right-arm medium,,
Margaret Vivien Campbell,August 23  1939  Ovingham  Northumberland ,,Middlesex Women,,Left-hand bat,Right-arm offbreak,married name Margaret Taylor and later reverted to Campbell,
Percivale Campbell,December 26  1887  West Ham  Essex ,,Essex,,,,Percival Campbell,
Straton Charles Campbell,August 26  1823  Little Dumham  Norfolk ,,Cambridge University,,,,March 14  1904  Weasenham  Norfolk (aged 80 years 201 days) ,
Hugh James Campbell-Ferguson,February 8  1940  Royston  Cambridgeshire ,78 years 59 days,Cambridgeshire,,Right-hand bat,,Wicketkeeper,
George Brian Camplin,August 27  1939  Grimsby  Lincolnshire ,78 years 224 days,Lincolnshire,,Right-hand bat,Right-arm medium-fast,,
David Cecil Candler,October 18  1924  Bulawayo  Rhodesia ,93 years 172 days,Oxford University,,Right-hand bat,Legbreak,,
John Pycock Candler,October 7  1873  Tendring  Essex ,,Cambridge University,,,,December 4  1942  Finsbury  London (aged 69 years 58 days) ,
William Candlett,circa 1847 ,,Kent,,Right-hand bat,Right-arm medium,June 20  1904  Salford  Lancashire ,
Barron George Merriman Cangley,September 12  1922  Blakesley  Towcester  Northamptonshire ,95 years 208 days,Cambridge University,,Right-hand bat,,,
Michael James Cann,July 4  1965  Cardiff  Glamorgan  Wales ,52 years 278 days,Boland ,,Left-hand bat,Right-arm offbreak,,
Ernest George Canning,August 11  1902  Marylebone  London ,,Middlesex,,Right-hand bat,,November 16  1995  Southampton  Hampshire (aged 93 years 97 days) ,
Victor Henry Douglas Cannings,April 3  1919  Bighton  Hampshire ,,Hampshire ,,Right-hand bat,Right-arm medium,October 27  2016 (aged 97 years 207 days) ,
Isabella Grace Cannon,September 27  1990  Hammersmith  London ,27 years 193 days,Surrey Women,,,,,
Mark Christopher Cannons,August 31  1963  Chipping Norton  Oxfordshire ,54 years 220 days,Oxfordshire,,Left-hand bat,Right-arm offbreak,,
