Khanya Siwela,October 26  1998  Nelspruit ,19 years 164 days,Mpumalanga Under-15s,,Right-hand bat,Right-arm medium,Penryn,
Sithembo Siwela,March 15  1993 ,25 years 24 days,KwaZulu-Natal Inland Under-19s,,Right-hand bat,Right-arm fast,,
Anele Siyo,April 21  2005 ,12 years 352 days,South Western Districts Under-13s,,Right-hand bat,Right-arm offbreak,,
Nkosinathi Siyoli,March 8  1982  Port Elizabeth  Cape Province ,36 years 31 days,South Western Districts,,Right-hand bat,,Thembelihle High School  Port Elizabeth,
Lihle Sizani,May 24  2002 ,15 years 319 days,Border Under-13s,,Right-hand bat,Right-arm offbreak,Elyja,
J Sjoblom,date unknown ,,,,,,Umpire,
Dumile Skade,date unknown ,,Titans Cubs,,,,,
Ziyanda Skasana,date unknown ,,South Western Districts Women,,,,,
Kevin Vivian Skead,October 1  1958  Boksburg  Transvaal ,59 years 189 days,Northerns,,Left-hand bat,Right-arm medium,,
Kenneth Royce Skelding,March 25  1947  Loughton  Essex  England ,,Border,,Right-hand bat,,May 13  2012  Bellville  Western Cape (aged 65 years 49 days) ,
Ntokozo Skhosana,November 26  2003  Johannesburg ,14 years 133 days,Gauteng Under-13s,,Right-hand bat,Right-arm offbreak,Nomini Primary,
Robert Brian Skinstad,July 3  1976  Bulawayo ,41 years 279 days,,,Right-hand bat,,6 ft 4 in ,
Skipper,date unknown ,,,,,,Umpire,
Kevin Peter Skjoldhammer,March 30  1958  Johannesburg  Transvaal ,60 years 9 days,Transvaal,,Right-hand bat,Right-arm offbreak,,
Wea Skog,1938 ,80 years,South Africa Women ,,,,,
Sihle Skosana,August 13  1995 ,22 years 238 days,Easterns Under-19s,,Right-hand bat,Right-arm medium,Esibonelwesihle,
T Skosana,date unknown ,,Easterns Women,,,,,
Ziyanda Skosana,May 28  1996 ,21 years 315 days,South Western Districts Women,,Right-hand bat,Right-arm medium,,
NK Skoshana,date unknown ,,Northerns Women,,,,,
Arthur Brittiffe Skottowe,August 29  1891  Mooi River  Natal ,,Transvaal,,,,January 28  1983  West Ealing  Middlesex  England (aged 91 years 152 days) ,
Kay Skovgaard-Petersen,February 8  1995 ,23 years 59 days,Western Province Under-17s,,Right-hand bat,,RBHS,
Reitumetse Skunka,December 7  2003 ,14 years 122 days,North West Under-13s,,Right-hand bat,,Saints Potchefestroom,
J Slabbert,date unknown ,,,,,,Umpire,
John James Slatem,1872  Graaff-Reinet  Cape Province ,,Transvaal,,,,Wicketkeeper,
John Sloan,February 10  1996 ,22 years 57 days,Boland Under-17s,,Right-hand bat,Right-arm offbreak,Somerset College,
Mpumelelo Slwana,December 20  1985  Port Elizabeth ,32 years 109 days,Eastern Province ,,Right-hand bat,,Wicketkeeper,
Johan Smal,February 9  2001  Hermanus ,17 years 58 days,Boland Under-15s,,Right-hand bat,,Paarl Gymnasium,
Reginald Peter Edward Smal,April 29  1960  Gerniston ,57 years 344 days,South Africa Blind,,Right-hand bat,Right-arm medium,Prop,
Angus George Small,August 12  1968  Durban  Natal ,49 years 239 days,Border ,,Right-hand bat,Right-arm fast-medium,,
David Small,June 11  1997 ,20 years 301 days,KwaZulu-Natal Inland Under-15s,,Right-hand bat,Right-arm medium-fast,Maritzburg College,
Stanley Washington Smart,January 9  1888  Winburg  Orange Free State ,,Orange Free State,,,,January 18  1959  Steaksroom  Cape Province (aged 71 years 9 days) ,
Johan F Smidt,June 11  1930  Pretoria  Transvaal ,87 years 301 days,Northerns,,Left-hand bat,Slow left-arm orthodox,,
Graham Dennis Smiles,November 14  1976  King William's Town  Cape Province ,41 years 145 days,Free State,,Right-hand bat,Right-arm fast-medium,,
Aaron Smit,May 11  2001  Cape Town ,16 years 332 days,Western Province Under-15s,,Right-hand bat,,Fairmont High School,
Abrie Amit,May 8  1996 ,21 years 335 days,Northerns Under-17s,,Right-hand bat,,Menlopark,
Andre Jakobus,February 2  1998  Kempton Park ,20 years 65 days,Easterns Under-15s,,Right-hand bat,Right-arm fast,Hoerskool Jeugland,
Chantell Smit,date unknown ,,KwaZulu-Natal Inland Women,,,,,
Daryn Smit,January 28  1984  Durban ,34 years 70 days,Dolphins ,,Right-hand bat,Legbreak,Wicketkeeper,
Davon Smit,May 14  2003  Polokwane ,14 years 329 days,Limpopo Under-13s,,Right-hand bat,Right-arm medium,Mitchell House,
I Smit,date unknown ,,Northerns Women,,,,,
Ian Sebastian Smit,January 12  2000 ,18 years 86 days,Western Province Under-13s,,Left-hand bat,Left-arm medium,Bastion Primary,
Johann Smit,February 4  1994 ,24 years 63 days,Eastern Province ,Wicketkeeper,Right-hand bat,,Wicketkeeper,
Johan Smit,June 22  1998  Johannesburg ,19 years 290 days,North West Under-15s,,Right-hand bat,Right-arm medium,Potchefstroom Gimnasium,
Jesse Cameron Smit,August 23  1996  Westville ,21 years 228 days,Dolphins Cubs ,,Left-hand bat,Right-arm fast,Westville Boys High School,
Jean Philippus Smit,December 29  1947  Brakpan  Transvaal ,70 years 100 days,,,,,Umpire,
Kyle Smit,September 22  1981  Durban ,36 years 198 days,Dolphins ,,Right-hand bat,Right-arm medium,,
