Bernard Critchley,date unknown ,,,,,,Umpire,
Matthew James J Critchley,August 13  1996  Preston  Lancashire ,21 years 238 days,Derbyshire ,,Right-hand bat,Legbreak,St Michael's High School  Chorley,
Humphrey Seymour Ramsay Critchley-Salmonson,January 19  1894  Chalbury Lodge  Preston  Dorset ,,Somerset,,Right-hand bat,Right-arm fast-medium,April 24  1956  Ottery St Mary  Devon (aged 62 years 96 days) ,
John William Crockatt,July 4  1945  Barnard Castle  Co Durham ,72 years 278 days,,,,,Umpire,
Christopher Simon Codrington Crocker,January 25  1963  Edgbaston  Birmingham  Warwickshire ,55 years 73 days,Oxford University,,Right-hand bat,Right-arm medium,,
Jonathan Alfred Crocker,October 8  1874  Kensington  London ,,Cambridge University,,,,July 21  1944  Westminster  London (aged 69 years 287 days) ,
Eric Bertram Crockford,October 13  1888  Wylde Green  Warwickshire ,,Warwickshire,,Right-hand bat,,January 17  1958  Four Oaks  Sutton Coldfield  Warwickshire (aged 69 years 96 days) ,
John Roger Croft,October 7  1947  Manchester  Lancashire ,70 years 183 days,,,,,Umpire,
Peter Downton Croft,July 7  1933  Croydon  Surrey ,84 years 275 days,Cambridge University,,Right-hand bat,Right-arm offbreak,,
R Croft,date unknown ,,,,,,Umpire,
Robert Damien Bale Croft,May 25  1970  Morriston  Swansea  Glamorgan  Wales ,47 years 318 days,England ,,Right-hand bat,Right-arm offbreak,St John Lloyd Catholic School  Llanelli,
Steven John Croft,October 11  1984  Blackpool  Lancashire ,33 years 179 days,Auckland ,,Right-hand bat,Right-arm medium-fast  Right-arm offbreak,Highfield High  Blackpool; Myerscough College,
Sydney James Croft,January 14  1883  Gravesend  Kent ,,Kent,,Right-hand bat,,July 16  1965  Dartford Marshes  Kent (aged 82 years 183 days) ,
Edward Hugh Crofton,September 7  1854  Plymouth  Devon ,,Hampshire,,Right-hand bat,,May 15  1882  Kilmainham  Dublin  Ireland (aged 27 years 250 days) ,
Charles Daniel Crofts,August 30  1822  Lewes  Sussex ,,Cambridge University ,,,,April 15  1893  Caythorpe  Lincolnshire (aged 70 years 228 days) ,
Edmund Sclater Crofts,January 23  1859  Winchester  Hampshire ,,Hampshire,,Right-hand bat,,December 23  1938  Carlton  Bedford (aged 79 years 334 days) ,
Laura Jane Crofts,December 27  1991  Rugby  Warwickshire ,26 years 102 days,Warwickshire Women,,Right-hand bat,Right-arm medium,,
Bernard Cromack,June 5  1937  Rothwell  Leeds  Yorkshire ,80 years 307 days,Leicestershire,,Right-hand bat,Slow left-arm orthodox,,
Colin Malcolm Stuart Crombie,December 26  1932  Newbury  Berkshire ,,Berkshire,,Left-hand bat,,June 9  2008  Reading  Berkshire (aged 75 years 166 days) ,
John Louis Crommelin-Brown,October 20  1888  Delhi  India ,,Derbyshire,,Right-hand bat,,September 11  1953  Old Town  Minehead  Somerset (aged 64 years 326 days) ,
Michael Richard Cronin,October 21  1941  Bromyard  Herefordshire ,76 years 169 days,Shropshire,,Left-hand bat,Right-arm offbreak,,
Lawrence Cronk,date unknown ,,Cardiff MCCU,,,,,
Angie Crook,date unknown ,,Dorset Women,,,,,
E Crook,date unknown ,,Dorset Women,,,,,
Geoffrey David Crook,October 30  1978  Cambridge ,39 years 160 days,Staffordshire,,Left-hand bat,Left-arm fast-medium,,
Henry Crook,1802  Bingham  Nottinghamshire ,,Nottinghamshire,,,,August 17  1886  Bingham  Nottinghamshire (aged 84 years) ,
Frederick James Crooke,April 21  1844  Liverpool  Lancashire ,,Gloucestershire ,,Right-hand bat,Right-arm fast (roundarm),August 6  1923  Southsea  Hampshire (aged 79 years 107 days) ,
Dennis Victor Crookes,June 18  1931  Berea  Durban  Natal  South Africa ,86 years 294 days,Cambridge University,,Right-hand bat,Legbreak,,
John Edward Crookes,March 7  1890  Horncastle  Lincolnshire ,,Hampshire,,Right-hand bat,,September 8  1948  Cuddington  Surrey (aged 58 years 185 days) ,
Ralph Crookes,October 9  1846  Sheffield  Yorkshire ,,Yorkshire,,,,February 15  1897  Ecclesall  Sheffield  Yorkshire (aged 50 years 129 days) ,
Alfred John William Croom,May 23  1896  Reading West  Berkshire ,,Warwickshire,,Right-hand bat,Right-arm offbreak,August 16  1947  Whiteheath Gates  Oldbury  Worcestershire (aged 51 years 85 days) ,
Leslie Charles Brian Croom,April 20  1920  Wybunbury  Cheshire ,,Warwickshire,,Right-hand bat,Right-arm offbreak,December 20  1989  Dudley  Worcestershire (aged 69 years 244 days) ,
Arthur Capel Molyneux Croome,February 21  1866  Stroud  Gloucestershire ,,Gloucestershire ,,Right-hand bat,Right-arm slow,September 11  1930  Taplow  Berkshire (aged 64 years 202 days) ,
Victor Croome,November 30  1899  Westminster  London ,,Royal Air Force,,Right-hand bat,,Wicketkeeper,
Cropley,date unknown ,,Cambridge Town Club,,,,,
William Cropper,December 27  1862  Brimington  Derbyshire ,,Derbyshire,,Right-hand bat,Left-arm medium,January 13  1889  Grimsby  Lincolnshire (aged 26 years 17 days) ,
Ian Malcolm Crosby,December 18  1981  Aldershot  Hampshire ,36 years 111 days,Oxfordshire,,Right-hand bat,Right-arm bowler,,
Brett Lyle Crosdale,May 30  1973  Waratha  New South Wales  Australia ,44 years 313 days,Wiltshire,,Right-hand bat,Right-arm medium,,
Gordon Crosdale,July 14  1880  Islington  London ,,Middlesex,,Right-hand bat,,Charterhouse,
Sydney Morland Crosfield,November 12  1861  Warrington  Lancashire ,,Lancashire,,Right-hand bat,Right-arm fast  Right-arm slow,January 30  1908  Las Palmas  Canary Islands (aged 46 years 79 days) ,
Henry Crosoer,1765  Bridge  Kent ,253 years,Kent XI,,,,,
Anthony John Cross,August 5  1945  Fulmer Chase  Buckinghamshire ,72 years 246 days,Cambridge University ,,Right-hand bat,Right-arm offbreak,,
Clover Cross,date unknown ,,Hampshire Women,,,,,
Charlotte Cross,date unknown ,,Lincolnshire Women,,,,,
David Frederick Cross,February 28  1985  Newmarket  Suffolk ,33 years 39 days,Suffolk,,Right-hand bat,Right-arm medium-fast,,
Eric Percival Cross,June 25  1896  Handsworth  Birmingham  Warwickshire ,,Warwickshire,,Right-hand bat,,Wicketkeeper,
Gareth David Cross,June 20  1984  Bury  Lancashire ,33 years 292 days,Brothers Union ,Wicketkeeper batsman,Right-hand bat,Right-arm medium-fast,Moorside High School; Eccles College,
Graham Frederick Cross,November 15  1943  Leicester ,74 years 144 days,Leicestershire,,Right-hand bat,Right-arm medium,,
James Cross,February 6  1862  Leyland  Lancashire ,,Derbyshire,,,,March 22  1927  Great Harwood  Lancashire (aged 65 years 44 days) ,
Joseph John Cross,February 23  1849  Merriott  Somerset ,,Gloucestershire,,Right-hand bat,,November 2  1918  Lambridge  Bath  Somerset (aged 69 years 252 days) ,
K Cross,date unknown ,,,,,,Umpire,
Kathryn Laura Cross,October 3  1991  Manchester  Lancashire ,26 years 187 days,Brisbane Heat Women ,,Right-hand bat,Right-arm medium-fast,,
Neil David Cross,September 19  1972  Wallasey  Cheshire ,45 years 201 days,Cheshire,,Right-hand bat,Right-arm offbreak,,
Robert James Cross,February 11  1983  St Mary's Hospital  Manchester  Lancashire ,35 years 56 days,Lancashire Cricket Board,,Right-hand bat,,,
Clover Jemima Crosse,April 15  1997  Salisbury  Wiltshire ,20 years 358 days,Wiltshire Women,,,,,
Charles William Crosse,June 13  1854  Bushey  Hertfordshire ,,Oxford University,,Right-hand bat,,May 28  1905  Paris  France (aged 50 years 349 days) ,
Edmund Mitchell Crosse,December 11  1882  Camberwell  London ,,Northamptonshire,,Right-hand bat,,June 28  1963  Putney  London (aged 80 years 199 days) ,
Andrew Crossland,November 30  1816  Dalton  Huddersfield  Yorkshire ,,Yorkshire,,Right-hand bat,Right-arm medium (roundarm),November 17  1902  Hull  Yorkshire (aged 85 years 352 days) ,
John Crossland,April 2  1852  Sutton-in-Ashfield  Nottinghamshire ,,Lancashire,,,Right-arm fast,September 26  1903  Blackburn  Lancashire (aged 51 years 177 days) ,
Samuel Moorhouse Crossland,August 16  1851  Leeds  Yorkshire ,,Yorkshire,,Right-hand bat,,Wicketkeeper,
Alan Crossley,May 14  1941  Oldham  Lancashire ,76 years 329 days,Oxfordshire,,Right-hand bat,,Wicketkeeper,
Steven Paul Crossley,October 22  1992  Chesterfield  Derbyshire ,25 years 168 days,Lincolnshire ,,Right-hand bat,,Wicketkeeper,
George Lytton Crossman,February 18  1877  Hambrook  Bristol ,,Gloucestershire,,Right-hand bat,Legbreak,January 17  1947  Colchester  Essex (aged 69 years 333 days) ,
Henry Russell Crouch,February 10  1914  Calcutta (now Kolkata)  Bengal  India ,,Surrey,,Right-hand bat,Right-arm medium,April 17  1991  Walton-on-Thames  Surrey (aged 77 years 66 days) ,
J Crouch,date unknown ,,Cambridge Town Club,,,,,
Maurice Alfred Crouch,August 9  1917  Wisbech  Cambridgeshire ,,Cambridgeshire ,,Right-hand bat,,March 19  2001  Morocco (aged 83 years 222 days) ,
Alfred Joseph Crowder,April 3  1878  Clipston  Northamptonshire ,,Somerset,,,,October 12  1961  Isleworth  Middlesex (aged 83 years 192 days) ,
Frederick Robert Crowder,date unknown ,,Cambridge University,,,,March 26  1894  Surbiton  Surrey ,
