Edward Wolstenholme Ward,August 17  1823  Calcutta (now Kolkata)  Bengal  India ,,New South Wales,,Right-hand bat,Left-arm fast (roundarm),February 5  1890  Cannes  France (aged 66 years 172 days) ,
Francis Anthony Ward,February 23  1906  Sydney  New South Wales ,,Australia ,,Right-hand bat,Legbreak googly,March 25  1974  Brooklyn  Sydney  New South Wales (aged 68 years 30 days) ,
Harry Alexander Ward,December 8  1924  Hobart  Tasmania ,,Tasmania,,Right-hand bat,Right-arm medium,December 2  1993  Sandy Bay  Hobart  Tasmania (aged 68 years 359 days) ,
HD Ward,date unknown ,,,,,,Umpire,
J Ward,date unknown ,,,,,,Umpire,
John Charles Ward,November 15  1946  Melbourne  Victoria ,71 years 144 days,Victoria,,Right-hand bat,Right-arm fast-medium,,
John David Ward,April 27  1962  Melbourne  Victoria ,55 years 346 days,Chirnside Park ,,Right-hand bat,Right-arm offbreak,Umpire,
John Whittaker Ward,May 19  1873  Brisbane  Queensland ,,,,,,Umpire,
Leonard Keith Ward,February 17  1879  South Kingston  New South Wales ,,Tasmania,,Right-hand bat,,September 30  1964  Heathpool  South Australia (aged 85 years 226 days) ,
Maxwell John Ward,February 3  1907  Randwick  Sydney  New South Wales ,,New South Wales,,Left-hand bat,,Brother-in-law - ,
Ronald Egbert Ward,May 7  1905  Adelaide  South Australia ,,Tasmania,,Right-hand bat,,November 8  2000  Launceston  Tasmania (aged 95 years 185 days) ,
TG Ward,date unknown ,,,,,,Umpire,
William George Ward,May 15  1863  West Hobart  Tasmania ,,Tasmania,,Right-hand bat,Legbreak googly,June 22  1948  East Malvern  Victoria (aged 85 years 38 days) ,
Lester Griffith Warden,April 14  1940  Clayfield  Queensland ,,Queensland,,Right-hand bat,,April 3  1989  Greenslopes  Brisbane  Queensland (aged 48 years 354 days) ,
Benjamin Johnson Wardill,October 15  1842  Everton  Liverpool  Lancashire  England ,,Victoria,,Right-hand bat,,Brother - ,
Richard Wilson Wardill,November 3  1840  Everton  Liverpool  Lancashire  England ,,Victoria,,Right-hand bat,Right-arm medium (roundarm),Brother - ,
Douglas McLaren Searl Wardlaw,July 19  1904  Hobart  Tasmania ,,Tasmania,,Right-hand bat,Right-arm fast,May 20  1968  St Marys  Tasmania (aged 63 years 306 days) ,
Robert Bruce Searl Wardlaw,January 9  1914  Hobart  Tasmania ,,Tasmania,,Left-hand bat,,September 12  1986  Launceston  Tasmania (aged 72 years 246 days) ,
Joseph Maitland Ware,September 8  1822  London  England ,,Tasmania,,,,September 21  1868  Lausanne  Switzerland (aged 46 years 13 days) ,
Georgia Wareham,May 26  1999 ,18 years 317 days,Victoria Under-15s Women ,,Right-hand bat,Right-arm medium,,
Frank Belmont Warne,October 3  1906  North Carlton  Melbourne  Victoria ,,Europeans (India) ,,Left-hand bat,Legbreak,May 29  1994  Edenvale  Johannesburg  Transvaal  South Africa (aged 87 years 238 days) ,
Shane Keith Warne,September 13  1969  Ferntree Gully  Victoria ,48 years 207 days,Australia ,Bowler,Right-hand bat,Legbreak googly,Warne brought legspin out from a dusty closet and made it fashionable again. A charismatic  spectacular performer who made as headlines on the field and off it  he finished second-best to Muttiah Muralitharan in the Test wickets stakes  but to many he remains the greatest spinner - if not bowler - of them all.  ,
Tom Summerhayes Warne,January 13  1870  North Melbourne  Victoria ,,Victoria,,Right-hand bat,Legbreak googly,July 7  1944  Carlton  Victoria (aged 74 years 176 days) ,
